,day,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
6778,15,0,10,0,0,6,0,1,0.46,0.4545,0.55,0.1045,106
6779,15,0,10,1,0,6,0,1,0.46,0.4545,0.55,0.2537,73
6780,15,0,10,2,0,6,0,1,0.46,0.4545,0.59,0.19399999999999998,56
6781,15,0,10,3,0,6,0,1,0.44,0.4394,0.62,0.19399999999999998,23
6782,15,0,10,4,0,6,0,1,0.42,0.4242,0.67,0.1343,6
6783,15,0,10,5,0,6,0,1,0.42,0.4242,0.71,0.1642,7
6784,15,0,10,6,0,6,0,1,0.4,0.4091,0.71,0.0,20
6785,15,0,10,7,0,6,0,1,0.4,0.4091,0.76,0.1045,57
6786,15,0,10,8,0,6,0,1,0.46,0.4545,0.59,0.2836,125
6787,15,0,10,9,0,6,0,1,0.52,0.5,0.48,0.2985,207
6788,15,0,10,10,0,6,0,1,0.54,0.5152,0.45,0.4478,322
6789,15,0,10,11,0,6,0,1,0.56,0.5303,0.4,0.3881,374
6790,15,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.5522,456
6791,15,0,10,13,0,6,0,1,0.6,0.6212,0.35,0.4627,394
6792,15,0,10,14,0,6,0,1,0.6,0.6212,0.33,0.4627,472
6793,15,0,10,15,0,6,0,1,0.62,0.6212,0.31,0.4925,377
6794,15,0,10,16,0,6,0,1,0.62,0.6212,0.29,0.3881,443
6795,15,0,10,17,0,6,0,1,0.58,0.5455,0.32,0.2836,441
6796,15,0,10,18,0,6,0,1,0.54,0.5152,0.39,0.19399999999999998,372
6797,15,0,10,19,0,6,0,1,0.5,0.4848,0.51,0.1343,238
6798,15,0,10,20,0,6,0,1,0.5,0.4848,0.48,0.1343,179
6799,15,0,10,21,0,6,0,1,0.5,0.4848,0.42,0.2239,168
6800,15,0,10,22,0,6,0,1,0.5,0.4848,0.36,0.1343,166
6801,15,0,10,23,0,6,0,1,0.48,0.4697,0.41,0.1642,135
6802,16,0,10,0,0,0,0,1,0.46,0.4545,0.44,0.1343,107
6803,16,0,10,1,0,0,0,1,0.44,0.4394,0.47,0.1343,77
6804,16,0,10,2,0,0,0,1,0.42,0.4242,0.54,0.1343,65
6805,16,0,10,3,0,0,0,1,0.42,0.4242,0.54,0.1343,42
6806,16,0,10,4,0,0,0,1,0.42,0.4242,0.54,0.19399999999999998,12
6807,16,0,10,5,0,0,0,1,0.42,0.4242,0.54,0.1642,7
6808,16,0,10,6,0,0,0,1,0.38,0.3939,0.66,0.1642,10
6809,16,0,10,7,0,0,0,1,0.4,0.4091,0.62,0.1343,48
6810,16,0,10,8,0,0,0,1,0.44,0.4394,0.62,0.19399999999999998,99
6811,16,0,10,9,0,0,0,1,0.5,0.4848,0.45,0.2239,190
6812,16,0,10,10,0,0,0,1,0.54,0.5152,0.45,0.2537,347
6813,16,0,10,11,0,0,0,1,0.56,0.5303,0.35,0.2836,377
6814,16,0,10,12,0,0,0,1,0.58,0.5455,0.35,0.2537,444
6815,16,0,10,13,0,0,0,1,0.6,0.6212,0.35,0.2985,438
6816,16,0,10,14,0,0,0,1,0.6,0.6212,0.4,0.2985,462
6817,16,0,10,15,0,0,0,1,0.62,0.6212,0.35,0.3881,412
6818,16,0,10,16,0,0,0,1,0.6,0.6212,0.46,0.3881,466
6819,16,0,10,17,0,0,0,1,0.58,0.5455,0.49,0.4627,405
6820,16,0,10,18,0,0,0,1,0.56,0.5303,0.49,0.4478,328
6821,16,0,10,19,0,0,0,1,0.54,0.5152,0.52,0.3881,233
6822,16,0,10,20,0,0,0,1,0.54,0.5152,0.52,0.4627,178
6823,16,0,10,21,0,0,0,1,0.54,0.5152,0.52,0.3881,102
6824,16,0,10,22,0,0,0,1,0.56,0.5303,0.49,0.4179,130
6825,16,0,10,23,0,0,0,1,0.56,0.5303,0.52,0.4179,62
6826,17,0,10,0,0,1,1,1,0.54,0.5152,0.56,0.3284,37
6827,17,0,10,1,0,1,1,1,0.56,0.5303,0.54,0.3881,17
6828,17,0,10,2,0,1,1,1,0.56,0.5303,0.54,0.3881,7
6829,17,0,10,3,0,1,1,1,0.56,0.5303,0.49,0.19399999999999998,2
6830,17,0,10,4,0,1,1,1,0.52,0.5,0.59,0.1642,5
6831,17,0,10,5,0,1,1,1,0.5,0.4848,0.63,0.2985,29
6832,17,0,10,6,0,1,1,1,0.5,0.4848,0.55,0.2537,114
6833,17,0,10,7,0,1,1,2,0.5,0.4848,0.55,0.1642,309
6834,17,0,10,8,0,1,1,2,0.5,0.4848,0.51,0.2537,414
6835,17,0,10,9,0,1,1,2,0.5,0.4848,0.45,0.2836,206
6836,17,0,10,10,0,1,1,1,0.52,0.5,0.45,0.1642,135
6837,17,0,10,11,0,1,1,1,0.56,0.5303,0.43,0.0,166
6838,17,0,10,12,0,1,1,1,0.56,0.5303,0.4,0.0896,205
6839,17,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,205
6840,17,0,10,14,0,1,1,1,0.58,0.5455,0.49,0.19399999999999998,166
6841,17,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537,208
6842,17,0,10,16,0,1,1,1,0.58,0.5455,0.56,0.2537,302
6843,17,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343,620
6844,17,0,10,18,0,1,1,1,0.56,0.5303,0.6,0.0,518
6845,17,0,10,19,0,1,1,1,0.54,0.5152,0.68,0.1045,333
6846,17,0,10,20,0,1,1,1,0.52,0.5,0.77,0.1045,229
6847,17,0,10,21,0,1,1,1,0.5,0.4848,0.77,0.1045,177
6848,17,0,10,22,0,1,1,1,0.5,0.4848,0.77,0.0,104
6849,17,0,10,23,0,1,1,2,0.48,0.4697,0.88,0.0,62
6850,18,0,10,0,0,2,1,1,0.48,0.4697,0.82,0.0,31
6851,18,0,10,1,0,2,1,2,0.46,0.4545,0.88,0.0,11
6852,18,0,10,2,0,2,1,1,0.44,0.4394,0.94,0.0896,5
6853,18,0,10,3,0,2,1,1,0.44,0.4394,0.94,0.0896,1
6854,18,0,10,4,0,2,1,2,0.44,0.4394,0.94,0.1045,4
6855,18,0,10,5,0,2,1,2,0.46,0.4545,0.88,0.0,21
6856,18,0,10,6,0,2,1,1,0.46,0.4545,0.82,0.0896,109
6857,18,0,10,7,0,2,1,1,0.46,0.4545,0.88,0.0896,341
6858,18,0,10,8,0,2,1,1,0.5,0.4848,0.77,0.0896,499
6859,18,0,10,9,0,2,1,2,0.52,0.5,0.77,0.0896,227
6860,18,0,10,10,0,2,1,2,0.56,0.5303,0.68,0.0,102
6861,18,0,10,11,0,2,1,2,0.6,0.6212,0.49,0.1045,147
6862,18,0,10,12,0,2,1,2,0.62,0.6212,0.43,0.0896,201
6863,18,0,10,13,0,2,1,2,0.64,0.6212,0.38,0.19399999999999998,219
6864,18,0,10,14,0,2,1,2,0.62,0.6212,0.41,0.1642,169
6865,18,0,10,15,0,2,1,1,0.62,0.6212,0.5,0.19399999999999998,205
6866,18,0,10,16,0,2,1,1,0.62,0.6212,0.57,0.2537,304
6867,18,0,10,17,0,2,1,1,0.6,0.6061,0.6,0.1343,625
6868,18,0,10,18,0,2,1,1,0.56,0.5303,0.68,0.1045,570
6869,18,0,10,19,0,2,1,1,0.56,0.5303,0.6,0.1045,317
6870,18,0,10,20,0,2,1,1,0.54,0.5152,0.64,0.1642,227
6871,18,0,10,21,0,2,1,2,0.54,0.5152,0.68,0.1343,206
6872,18,0,10,22,0,2,1,2,0.52,0.5,0.77,0.1642,137
6873,18,0,10,23,0,2,1,2,0.52,0.5,0.77,0.19399999999999998,70
6874,19,0,10,0,0,3,1,2,0.52,0.5,0.77,0.19399999999999998,34
6875,19,0,10,1,0,3,1,2,0.52,0.5,0.77,0.19399999999999998,16
6876,19,0,10,2,0,3,1,2,0.52,0.5,0.77,0.19399999999999998,7
6877,19,0,10,4,0,3,1,3,0.5,0.4848,0.94,0.19399999999999998,3
6878,19,0,10,5,0,3,1,3,0.5,0.4848,1.0,0.1045,3
6879,19,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537,31
6880,19,0,10,7,0,3,1,3,0.52,0.5,0.77,0.2537,68
6881,19,0,10,8,0,3,1,3,0.54,0.5152,0.7,0.4925,210
6882,19,0,10,9,0,3,1,3,0.52,0.5,0.88,0.4925,202
6883,19,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925,123
6884,19,0,10,11,0,3,1,3,0.52,0.5,0.94,0.2537,149
6885,19,0,10,12,0,3,1,3,0.52,0.5,0.94,0.3284,130
6886,19,0,10,13,0,3,1,2,0.54,0.5152,0.94,0.2836,106
6887,19,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.1642,97
6888,19,0,10,15,0,3,1,3,0.54,0.5152,1.0,0.1343,120
6889,19,0,10,16,0,3,1,3,0.56,0.5303,0.94,0.1642,201
6890,19,0,10,17,0,3,1,3,0.56,0.5303,0.94,0.1642,181
6891,19,0,10,18,0,3,1,3,0.56,0.5303,1.0,0.1642,140
6892,19,0,10,19,0,3,1,2,0.6,0.5455,0.88,0.1343,197
6893,19,0,10,20,0,3,1,3,0.6,0.5152,0.94,0.0896,145
6894,19,0,10,21,0,3,1,2,0.58,0.5455,0.94,0.1343,85
6895,19,0,10,22,0,3,1,2,0.58,0.5455,0.94,0.3582,107
6896,19,0,10,23,0,3,1,2,0.58,0.5455,0.94,0.3582,69
6897,20,0,10,0,0,4,1,1,0.56,0.5303,0.94,0.2985,26
6898,20,0,10,1,0,4,1,1,0.56,0.5303,0.88,0.3582,15
6899,20,0,10,2,0,4,1,1,0.56,0.5303,0.88,0.4478,4
6900,20,0,10,3,0,4,1,1,0.5,0.4848,0.82,0.4627,1
6901,20,0,10,4,0,4,1,1,0.5,0.4848,0.82,0.4627,8
6902,20,0,10,5,0,4,1,1,0.48,0.4697,0.82,0.3582,26
6903,20,0,10,6,0,4,1,1,0.44,0.4394,0.82,0.4179,92
6904,20,0,10,7,0,4,1,1,0.42,0.4242,0.77,0.4478,318
6905,20,0,10,8,0,4,1,1,0.44,0.4394,0.67,0.5224,426
6906,20,0,10,9,0,4,1,1,0.44,0.4394,0.67,0.5821,223
6907,20,0,10,10,0,4,1,1,0.46,0.4545,0.59,0.4478,130
6908,20,0,10,11,0,4,1,1,0.48,0.4697,0.55,0.5224,129
6909,20,0,10,12,0,4,1,1,0.48,0.4697,0.48,0.5224,199
6910,20,0,10,13,0,4,1,1,0.5,0.4848,0.45,0.5821,164
6911,20,0,10,14,0,4,1,2,0.48,0.4697,0.48,0.5522,155
6912,20,0,10,15,0,4,1,2,0.48,0.4697,0.51,0.4478,160
6913,20,0,10,16,0,4,1,2,0.48,0.4697,0.51,0.4478,234
6914,20,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881,494
6915,20,0,10,18,0,4,1,2,0.46,0.4545,0.51,0.2985,469
6916,20,0,10,19,0,4,1,1,0.46,0.4545,0.51,0.3582,298
6917,20,0,10,20,0,4,1,2,0.46,0.4545,0.51,0.3284,241
6918,20,0,10,21,0,4,1,1,0.44,0.4394,0.51,0.2985,165
6919,20,0,10,22,0,4,1,1,0.44,0.4394,0.51,0.3284,128
6920,20,0,10,23,0,4,1,1,0.42,0.4242,0.58,0.2537,90
6921,21,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537,50
6922,21,0,10,1,0,5,1,1,0.4,0.4091,0.62,0.2239,26
6923,21,0,10,2,0,5,1,1,0.38,0.3939,0.66,0.1642,18
6924,21,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,7
6925,21,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642,6
6926,21,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.19399999999999998,31
6927,21,0,10,6,0,5,1,1,0.36,0.3485,0.71,0.1642,85
6928,21,0,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642,233
6929,21,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.19399999999999998,402
6930,21,0,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343,222
6931,21,0,10,10,0,5,1,1,0.46,0.4545,0.51,0.1642,138
6932,21,0,10,11,0,5,1,1,0.5,0.4848,0.45,0.2239,174
6933,21,0,10,12,0,5,1,1,0.5,0.4848,0.45,0.2985,240
6934,21,0,10,13,0,5,1,1,0.48,0.4697,0.48,0.3284,206
6935,21,0,10,14,0,5,1,1,0.52,0.5,0.42,0.2985,198
6936,21,0,10,15,0,5,1,1,0.5,0.4848,0.45,0.2836,235
6937,21,0,10,16,0,5,1,1,0.5,0.4848,0.45,0.2537,302
6938,21,0,10,17,0,5,1,2,0.46,0.4545,0.51,0.2537,524
6939,21,0,10,18,0,5,1,2,0.44,0.4394,0.54,0.2537,397
6940,21,0,10,19,0,5,1,2,0.44,0.4394,0.54,0.3881,253
6941,21,0,10,20,0,5,1,2,0.44,0.4394,0.54,0.2239,184
6942,21,0,10,21,0,5,1,1,0.42,0.4242,0.58,0.1642,143
6943,21,0,10,22,0,5,1,1,0.42,0.4242,0.54,0.1642,113
6944,21,0,10,23,0,5,1,1,0.4,0.4091,0.62,0.2239,117
6945,22,0,10,0,0,6,0,1,0.4,0.4091,0.62,0.19399999999999998,96
6946,22,0,10,1,0,6,0,1,0.4,0.4091,0.62,0.19399999999999998,70
6947,22,0,10,2,0,6,0,1,0.4,0.4091,0.62,0.2537,31
6948,22,0,10,3,0,6,0,1,0.4,0.4091,0.62,0.1343,20
6949,22,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,8
6950,22,0,10,5,0,6,0,1,0.38,0.3939,0.66,0.0,8
6951,22,0,10,6,0,6,0,1,0.36,0.3788,0.71,0.0,18
6952,22,0,10,7,0,6,0,1,0.36,0.3636,0.76,0.1045,57
6953,22,0,10,8,0,6,0,1,0.4,0.4091,0.71,0.0,114
6954,22,0,10,9,0,6,0,1,0.42,0.4242,0.67,0.0896,169
6955,22,0,10,10,0,6,0,2,0.44,0.4394,0.62,0.1045,236
6956,22,0,10,11,0,6,0,2,0.44,0.4394,0.62,0.1045,282
6957,22,0,10,12,0,6,0,1,0.46,0.4545,0.55,0.0896,343
6958,22,0,10,13,0,6,0,1,0.5,0.4848,0.45,0.0,322
6959,22,0,10,14,0,6,0,2,0.48,0.4697,0.48,0.2239,310
6960,22,0,10,15,0,6,0,1,0.48,0.4697,0.51,0.2239,382
6961,22,0,10,16,0,6,0,1,0.5,0.4848,0.45,0.19399999999999998,359
6962,22,0,10,17,0,6,0,1,0.46,0.4545,0.55,0.1343,360
6963,22,0,10,18,0,6,0,1,0.44,0.4394,0.54,0.0896,335
6964,22,0,10,19,0,6,0,1,0.44,0.4394,0.67,0.0,220
6965,22,0,10,20,0,6,0,1,0.42,0.4242,0.67,0.0,159
6966,22,0,10,21,0,6,0,1,0.4,0.4091,0.76,0.0,157
6967,22,0,10,22,0,6,0,1,0.4,0.4091,0.76,0.0,144
6968,22,0,10,23,0,6,0,1,0.38,0.3939,0.82,0.0,108
6969,23,0,10,0,0,0,0,1,0.36,0.3788,0.87,0.0,88
6970,23,0,10,1,0,0,0,1,0.36,0.3788,0.87,0.0,71
6971,23,0,10,2,0,0,0,1,0.34,0.3485,0.87,0.0896,50
6972,23,0,10,3,0,0,0,1,0.34,0.3636,0.87,0.0,46
6973,23,0,10,4,0,0,0,1,0.34,0.3636,0.87,0.0,6
6974,23,0,10,5,0,0,0,1,0.32,0.3485,0.87,0.0,3
6975,23,0,10,6,0,0,0,1,0.32,0.3333,0.87,0.1045,12
6976,23,0,10,7,0,0,0,1,0.34,0.3485,0.87,0.0896,21
6977,23,0,10,8,0,0,0,1,0.36,0.3485,0.87,0.1343,88
6978,23,0,10,9,0,0,0,1,0.4,0.4091,0.76,0.0,143
6979,23,0,10,10,0,0,0,1,0.42,0.4242,0.71,0.0896,289
6980,23,0,10,11,0,0,0,1,0.46,0.4545,0.72,0.1642,333
6981,23,0,10,12,0,0,0,1,0.5,0.4848,0.59,0.2537,413
6982,23,0,10,13,0,0,0,1,0.52,0.5,0.55,0.19399999999999998,415
6983,23,0,10,14,0,0,0,1,0.52,0.5,0.55,0.2239,408
6984,23,0,10,15,0,0,0,1,0.52,0.5,0.52,0.1642,387
6985,23,0,10,16,0,0,0,1,0.52,0.5,0.55,0.19399999999999998,405
6986,23,0,10,17,0,0,0,1,0.5,0.4848,0.63,0.1343,340
6987,23,0,10,18,0,0,0,1,0.5,0.4848,0.63,0.1045,284
6988,23,0,10,19,0,0,0,1,0.46,0.4545,0.77,0.0,193
6989,23,0,10,20,0,0,0,1,0.44,0.4394,0.72,0.0896,144
6990,23,0,10,21,0,0,0,1,0.44,0.4394,0.72,0.0896,99
6991,23,0,10,22,0,0,0,1,0.42,0.4242,0.77,0.1045,94
6992,23,0,10,23,0,0,0,1,0.42,0.4242,0.77,0.1642,49
6993,24,0,10,0,0,1,1,1,0.42,0.4242,0.77,0.0,32
6994,24,0,10,1,0,1,1,1,0.4,0.4091,0.82,0.1343,15
6995,24,0,10,2,0,1,1,1,0.4,0.4091,0.87,0.1045,7
6996,24,0,10,3,0,1,1,1,0.4,0.4091,0.82,0.0896,4
6997,24,0,10,4,0,1,1,1,0.4,0.4091,0.82,0.0,6
6998,24,0,10,5,0,1,1,1,0.38,0.3939,0.87,0.0,21
6999,24,0,10,6,0,1,1,1,0.4,0.4091,0.87,0.1045,86
7000,24,0,10,7,0,1,1,2,0.38,0.3939,0.94,0.1045,285
7001,24,0,10,8,0,1,1,2,0.42,0.4242,0.88,0.1642,398
7002,24,0,10,9,0,1,1,2,0.44,0.4394,0.82,0.1642,195
7003,24,0,10,10,0,1,1,2,0.46,0.4545,0.82,0.2537,129
7004,24,0,10,11,0,1,1,2,0.5,0.4848,0.72,0.1642,168
7005,24,0,10,12,0,1,1,2,0.52,0.5,0.68,0.1045,220
7006,24,0,10,13,0,1,1,2,0.54,0.5152,0.64,0.2239,198
7007,24,0,10,14,0,1,1,2,0.54,0.5152,0.64,0.19399999999999998,206
7008,24,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.1642,177
7009,24,0,10,16,0,1,1,1,0.54,0.5152,0.64,0.19399999999999998,310
7010,24,0,10,17,0,1,1,1,0.52,0.5,0.68,0.1343,614
7011,24,0,10,18,0,1,1,1,0.54,0.5152,0.6,0.0896,486
7012,24,0,10,19,0,1,1,3,0.48,0.4697,0.82,0.0,237
7013,24,0,10,20,0,1,1,1,0.48,0.4697,0.82,0.1045,129
7014,24,0,10,21,0,1,1,1,0.46,0.4545,0.87,0.1045,126
7015,24,0,10,22,0,1,1,1,0.48,0.4697,0.75,0.1642,79
7016,24,0,10,23,0,1,1,1,0.46,0.4545,0.77,0.0896,59
7017,25,0,10,0,0,2,1,1,0.44,0.4394,0.77,0.1343,30
7018,25,0,10,1,0,2,1,1,0.44,0.4394,0.77,0.1343,11
7019,25,0,10,2,0,2,1,1,0.42,0.4242,0.82,0.1343,5
7020,25,0,10,3,0,2,1,1,0.4,0.4091,0.87,0.0,4
7021,25,0,10,4,0,2,1,1,0.38,0.3939,0.87,0.1343,5
7022,25,0,10,5,0,2,1,1,0.38,0.3939,0.87,0.1343,24
7023,25,0,10,6,0,2,1,1,0.38,0.3939,0.82,0.1045,98
7024,25,0,10,7,0,2,1,1,0.4,0.4091,0.76,0.19399999999999998,314
7025,25,0,10,8,0,2,1,1,0.44,0.4394,0.72,0.0,408
7026,25,0,10,9,0,2,1,1,0.48,0.4697,0.55,0.2239,223
7027,25,0,10,10,0,2,1,1,0.5,0.4848,0.51,0.2537,128
7028,25,0,10,11,0,2,1,1,0.52,0.5,0.48,0.2836,166
7029,25,0,10,12,0,2,1,1,0.54,0.5152,0.39,0.3582,200
7030,25,0,10,13,0,2,1,1,0.56,0.5303,0.37,0.3881,198
7031,25,0,10,14,0,2,1,1,0.56,0.5303,0.4,0.2537,200
7032,25,0,10,15,0,2,1,1,0.56,0.5303,0.37,0.1045,234
7033,25,0,10,16,0,2,1,1,0.56,0.5303,0.37,0.19399999999999998,285
7034,25,0,10,17,0,2,1,1,0.56,0.5303,0.37,0.1045,585
7035,25,0,10,18,0,2,1,1,0.52,0.5,0.42,0.1045,518
7036,25,0,10,19,0,2,1,1,0.48,0.4697,0.67,0.19399999999999998,338
7037,25,0,10,20,0,2,1,1,0.46,0.4545,0.67,0.1045,248
7038,25,0,10,21,0,2,1,1,0.44,0.4394,0.72,0.1343,201
7039,25,0,10,22,0,2,1,1,0.46,0.4545,0.67,0.19399999999999998,170
7040,25,0,10,23,0,2,1,1,0.44,0.4394,0.72,0.1343,94
7041,26,0,10,0,0,3,1,1,0.44,0.4394,0.72,0.19399999999999998,32
7042,26,0,10,1,0,3,1,1,0.44,0.4394,0.67,0.2537,12
7043,26,0,10,2,0,3,1,1,0.44,0.4394,0.67,0.1642,3
7044,26,0,10,3,0,3,1,1,0.44,0.4394,0.67,0.2239,3
7045,26,0,10,4,0,3,1,1,0.42,0.4242,0.71,0.2537,5
7046,26,0,10,5,0,3,1,1,0.42,0.4242,0.71,0.2239,21
7047,26,0,10,6,0,3,1,1,0.42,0.4242,0.71,0.2239,92
7048,26,0,10,7,0,3,1,1,0.42,0.4242,0.71,0.1642,299
7049,26,0,10,8,0,3,1,2,0.44,0.4394,0.67,0.19399999999999998,464
7050,26,0,10,9,0,3,1,2,0.48,0.4697,0.63,0.2239,240
7051,26,0,10,10,0,3,1,2,0.52,0.5,0.62,0.2537,131
7052,26,0,10,11,0,3,1,1,0.52,0.5,0.59,0.3284,155
7053,26,0,10,12,0,3,1,3,0.58,0.5455,0.53,0.2239,194
7054,26,0,10,13,0,3,1,3,0.56,0.5303,0.6,0.1045,82
7055,26,0,10,14,0,3,1,2,0.52,0.5,0.77,0.0,66
7056,26,0,10,15,0,3,1,2,0.52,0.5,0.77,0.0,70
7057,26,0,10,16,0,3,1,2,0.52,0.5,0.77,0.0896,213
7058,26,0,10,17,0,3,1,2,0.52,0.5,0.77,0.1045,454
7059,26,0,10,18,0,3,1,1,0.52,0.5,0.77,0.1642,453
7060,26,0,10,19,0,3,1,1,0.5,0.4848,0.82,0.0,331
7061,26,0,10,20,0,3,1,1,0.5,0.4848,0.88,0.0,207
7062,26,0,10,21,0,3,1,2,0.52,0.5,0.77,0.0,157
7063,26,0,10,22,0,3,1,2,0.48,0.4697,0.88,0.0896,135
7064,26,0,10,23,0,3,1,2,0.48,0.4697,0.88,0.0896,75
7065,27,0,10,0,0,4,1,1,0.46,0.4545,0.94,0.0,26
7066,27,0,10,1,0,4,1,1,0.46,0.4545,0.94,0.0,11
7067,27,0,10,2,0,4,1,3,0.46,0.4545,0.94,0.0,8
7068,27,0,10,3,0,4,1,3,0.46,0.4545,0.94,0.0,4
7069,27,0,10,4,0,4,1,3,0.48,0.4697,0.88,0.0,4
7070,27,0,10,5,0,4,1,3,0.48,0.4697,0.88,0.0896,15
7071,27,0,10,6,0,4,1,3,0.5,0.4848,0.82,0.0,46
7072,27,0,10,7,0,4,1,2,0.46,0.4545,0.94,0.0896,137
7073,27,0,10,8,0,4,1,3,0.48,0.4697,0.88,0.19399999999999998,316
7074,27,0,10,9,0,4,1,2,0.5,0.4848,0.82,0.1642,171
7075,27,0,10,10,0,4,1,3,0.5,0.4848,0.88,0.19399999999999998,62
7076,27,0,10,11,0,4,1,3,0.5,0.4848,0.88,0.1343,52
7077,27,0,10,12,0,4,1,3,0.5,0.4848,0.88,0.1343,53
7078,27,0,10,13,0,4,1,2,0.5,0.4848,0.88,0.1642,74
7079,27,0,10,14,0,4,1,2,0.52,0.5,0.83,0.0,92
7080,27,0,10,15,0,4,1,2,0.52,0.5,0.83,0.1045,107
7081,27,0,10,16,0,4,1,2,0.56,0.5303,0.73,0.1642,207
7082,27,0,10,17,0,4,1,2,0.5,0.4848,0.72,0.4627,322
7083,27,0,10,18,0,4,1,2,0.48,0.4697,0.67,0.4627,240
7084,27,0,10,19,0,4,1,2,0.44,0.4394,0.67,0.4627,219
7085,27,0,10,20,0,4,1,1,0.42,0.4242,0.67,0.4925,182
7086,27,0,10,21,0,4,1,1,0.4,0.4091,0.62,0.5224,132
7087,27,0,10,22,0,4,1,1,0.36,0.3182,0.66,0.4925,111
7088,27,0,10,23,0,4,1,1,0.34,0.303,0.61,0.4179,68
7089,28,0,10,0,0,5,1,1,0.34,0.3182,0.66,0.2537,44
7090,28,0,10,1,0,5,1,1,0.32,0.303,0.66,0.2537,16
7091,28,0,10,2,0,5,1,1,0.32,0.303,0.66,0.2836,4
7092,28,0,10,3,0,5,1,1,0.3,0.2879,0.7,0.2836,8
7093,28,0,10,4,0,5,1,1,0.3,0.2879,0.65,0.2836,10
7094,28,0,10,5,0,5,1,2,0.3,0.2879,0.61,0.2537,25
7095,28,0,10,6,0,5,1,1,0.28,0.2727,0.65,0.2537,75
7096,28,0,10,7,0,5,1,1,0.28,0.2727,0.65,0.2537,205
7097,28,0,10,8,0,5,1,1,0.3,0.2879,0.61,0.2836,374
7098,28,0,10,9,0,5,1,1,0.32,0.303,0.57,0.2239,229
7099,28,0,10,10,0,5,1,1,0.34,0.3182,0.57,0.2239,130
7100,28,0,10,11,0,5,1,1,0.36,0.3485,0.5,0.2239,168
7101,28,0,10,12,0,5,1,2,0.38,0.3939,0.4,0.1642,213
7102,28,0,10,13,0,5,1,2,0.38,0.3939,0.42,0.2239,228
7103,28,0,10,14,0,5,1,2,0.36,0.3485,0.46,0.19399999999999998,185
7104,28,0,10,15,0,5,1,2,0.36,0.3333,0.43,0.2537,215
7105,28,0,10,16,0,5,1,2,0.36,0.3485,0.46,0.1642,308
7106,28,0,10,17,0,5,1,2,0.36,0.3485,0.5,0.1343,446
7107,28,0,10,18,0,5,1,2,0.36,0.3485,0.53,0.1642,368
7108,28,0,10,19,0,5,1,2,0.36,0.3485,0.5,0.1343,204
7109,28,0,10,20,0,5,1,3,0.34,0.3182,0.61,0.2239,143
7110,28,0,10,21,0,5,1,3,0.32,0.3182,0.7,0.1642,74
7111,28,0,10,22,0,5,1,3,0.3,0.2879,0.75,0.2836,36
7112,28,0,10,23,0,5,1,3,0.3,0.2727,0.81,0.3284,39
7113,29,0,10,0,0,6,0,3,0.28,0.2576,0.87,0.2985,19
7114,29,0,10,1,0,6,0,3,0.3,0.2727,0.87,0.2985,18
7115,29,0,10,2,0,6,0,3,0.3,0.2727,0.87,0.2985,17
7116,29,0,10,3,0,6,0,3,0.3,0.2727,0.81,0.4179,8
7117,29,0,10,4,0,6,0,3,0.3,0.2727,0.81,0.4179,1
7118,29,0,10,5,0,6,0,3,0.26,0.2273,0.93,0.3582,1
7119,29,0,10,6,0,6,0,3,0.26,0.2273,0.87,0.3582,5
7120,29,0,10,7,0,6,0,3,0.26,0.2273,0.87,0.3582,7
7121,29,0,10,8,0,6,0,3,0.28,0.2576,0.87,0.3582,20
7122,29,0,10,9,0,6,0,3,0.28,0.2576,0.87,0.3582,20
7123,29,0,10,10,0,6,0,3,0.26,0.2273,0.93,0.3284,12
7124,29,0,10,11,0,6,0,3,0.26,0.2273,0.93,0.3881,27
7125,29,0,10,12,0,6,0,3,0.24,0.19699999999999998,0.87,0.4925,50
7126,29,0,10,13,0,6,0,3,0.24,0.19699999999999998,0.87,0.5224,30
7127,29,0,10,14,0,6,0,3,0.24,0.19699999999999998,0.87,0.4478,29
7128,29,0,10,15,0,6,0,3,0.22,0.2121,0.93,0.2537,41
7129,29,0,10,16,0,6,0,3,0.22,0.19699999999999998,0.93,0.3284,22
7130,29,0,10,17,0,6,0,3,0.22,0.19699999999999998,0.93,0.3284,31
7131,29,0,10,18,0,6,0,3,0.22,0.19699999999999998,0.93,0.3284,43
7132,29,0,10,19,0,6,0,1,0.24,0.2121,0.87,0.3582,39
